GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,GW16,GW17,GW18,GW19,GW19*,GW20,GW21,GW22,GW23,GW24,GW25,GW26,GW27,GW28,GW29,GW30,GW31,GW32,GW33,GW34,GW35,GW36,GW37,GW38
109.40966652484522,150.87087763981387,193.78483545627785,101.93549768829888,205.38168418265525,153.77362427640367,183.64846249195662,189.65535998810083,158.72003303929455,104.26988176239485,147.05100656487048,76.97798185760067,104.58619453545127,140.22281678859144,166.89429643475228,147.5328116254373,75.17667596905746,99.63400745976038,101.5855827326463,,104.58619453545127,183.64846249195662,104.26988176239485,189.65535998810083,158.72003303929455,205.38168418265525,153.77362427640367,76.97798185760067,147.05100656487048,150.87087763981387,193.78483545627785,101.93549768829888,109.40966652484522,140.22281678859144,101.5855827326463,75.17667596905746,166.89429643475228,99.63400745976038,147.5328116254373
109.40966652484522,150.87087763981387,193.78483545627785,101.93549768829888,205.38168418265525,153.77362427640367,183.64846249195662,189.65535998810083,158.72003303929455,104.26988176239485,147.05100656487048,76.97798185760067,104.58619453545127,140.22281678859144,166.89429643475228,147.5328116254373,75.17667596905746,99.63400745976038,101.5855827326463,,104.58619453545127,183.64846249195662,104.26988176239485,189.65535998810083,158.72003303929455,205.38168418265525,153.77362427640367,76.97798185760067,147.05100656487048,150.87087763981387,193.78483545627785,101.93549768829888,109.40966652484522,140.22281678859144,101.5855827326463,75.17667596905746,166.89429643475228,99.63400745976038,147.5328116254373
109.40966652484522,150.87087763981387,193.78483545627785,101.93549768829888,205.38168418265525,153.77362427640367,183.64846249195662,189.65535998810083,158.72003303929455,104.26988176239485,147.05100656487048,76.97798185760067,104.58619453545127,140.22281678859144,166.89429643475228,147.5328116254373,75.17667596905746,99.63400745976038,101.5855827326463,,104.58619453545127,183.64846249195662,104.26988176239485,189.65535998810083,158.72003303929455,205.38168418265525,153.77362427640367,76.97798185760067,147.05100656487048,150.87087763981387,193.78483545627785,101.93549768829888,109.40966652484522,140.22281678859144,101.5855827326463,75.17667596905746,166.89429643475228,99.63400745976038,147.5328116254373
109.40966652484522,150.87087763981387,193.78483545627785,101.93549768829888,205.38168418265525,153.77362427640367,183.64846249195662,189.65535998810083,158.72003303929455,104.26988176239485,147.05100656487048,76.97798185760067,104.58619453545127,140.22281678859144,166.89429643475228,147.5328116254373,75.17667596905746,99.63400745976038,101.5855827326463,,104.58619453545127,183.64846249195662,104.26988176239485,189.65535998810083,158.72003303929455,205.38168418265525,153.77362427640367,76.97798185760067,147.05100656487048,150.87087763981387,193.78483545627785,101.93549768829888,109.40966652484522,140.22281678859144,101.5855827326463,75.17667596905746,166.89429643475228,99.63400745976038,147.5328116254373
109.40966652484522,150.87087763981387,193.78483545627785,101.93549768829888,205.38168418265525,153.77362427640367,183.64846249195662,189.65535998810083,158.72003303929455,104.26988176239485,147.05100656487048,76.97798185760067,104.58619453545127,140.22281678859144,166.89429643475228,147.5328116254373,75.17667596905746,99.63400745976038,101.5855827326463,,104.58619453545127,183.64846249195662,104.26988176239485,189.65535998810083,158.72003303929455,205.38168418265525,153.77362427640367,76.97798185760067,147.05100656487048,150.87087763981387,193.78483545627785,101.93549768829888,109.40966652484522,140.22281678859144,101.5855827326463,75.17667596905746,166.89429643475228,99.63400745976038,147.5328116254373
109.40966652484522,150.87087763981387,193.78483545627785,101.93549768829888,205.38168418265525,153.77362427640367,183.64846249195662,189.65535998810083,158.72003303929455,104.26988176239485,147.05100656487048,76.97798185760067,104.58619453545127,140.22281678859144,166.89429643475228,147.5328116254373,75.17667596905746,99.63400745976038,101.5855827326463,,104.58619453545127,183.64846249195662,104.26988176239485,189.65535998810083,158.72003303929455,205.38168418265525,153.77362427640367,76.97798185760067,147.05100656487048,150.87087763981387,193.78483545627785,101.93549768829888,109.40966652484522,140.22281678859144,101.5855827326463,75.17667596905746,166.89429643475228,99.63400745976038,147.5328116254373
109.40966652484522,150.87087763981387,193.78483545627785,101.93549768829888,205.38168418265525,153.77362427640367,183.64846249195662,189.65535998810083,158.72003303929455,104.26988176239485,147.05100656487048,76.97798185760067,104.58619453545127,140.22281678859144,166.89429643475228,147.5328116254373,75.17667596905746,99.63400745976038,101.5855827326463,,104.58619453545127,183.64846249195662,104.26988176239485,189.65535998810083,158.72003303929455,205.38168418265525,153.77362427640367,76.97798185760067,147.05100656487048,150.87087763981387,193.78483545627785,101.93549768829888,109.40966652484522,140.22281678859144,101.5855827326463,75.17667596905746,166.89429643475228,99.63400745976038,147.5328116254373
109.40966652484522,150.87087763981387,193.78483545627785,101.93549768829888,205.38168418265525,153.77362427640367,183.64846249195662,189.65535998810083,158.72003303929455,104.26988176239485,147.05100656487048,76.97798185760067,104.58619453545127,140.22281678859144,166.89429643475228,147.5328116254373,75.17667596905746,99.63400745976038,101.5855827326463,,104.58619453545127,183.64846249195662,104.26988176239485,189.65535998810083,158.72003303929455,205.38168418265525,153.77362427640367,76.97798185760067,147.05100656487048,150.87087763981387,193.78483545627785,101.93549768829888,109.40966652484522,140.22281678859144,101.5855827326463,75.17667596905746,166.89429643475228,99.63400745976038,147.5328116254373
109.40966652484522,150.87087763981387,193.78483545627785,101.93549768829888,205.38168418265525,153.77362427640367,183.64846249195662,189.65535998810083,158.72003303929455,104.26988176239485,147.05100656487048,76.97798185760067,104.58619453545127,140.22281678859144,166.89429643475228,147.5328116254373,75.17667596905746,99.63400745976038,101.5855827326463,,104.58619453545127,183.64846249195662,104.26988176239485,189.65535998810083,158.72003303929455,205.38168418265525,153.77362427640367,76.97798185760067,147.05100656487048,150.87087763981387,193.78483545627785,101.93549768829888,109.40966652484522,140.22281678859144,101.5855827326463,75.17667596905746,166.89429643475228,99.63400745976038,147.5328116254373
109.40966652484522,150.87087763981387,193.78483545627785,101.93549768829888,205.38168418265525,153.77362427640367,183.64846249195662,189.65535998810083,158.72003303929455,104.26988176239485,147.05100656487048,76.97798185760067,104.58619453545127,140.22281678859144,166.89429643475228,147.5328116254373,75.17667596905746,99.63400745976038,101.5855827326463,,104.58619453545127,183.64846249195662,104.26988176239485,189.65535998810083,158.72003303929455,205.38168418265525,153.77362427640367,76.97798185760067,147.05100656487048,150.87087763981387,193.78483545627785,101.93549768829888,109.40966652484522,140.22281678859144,101.5855827326463,75.17667596905746,166.89429643475228,99.63400745976038,147.5328116254373
109.40966652484522,150.87087763981387,193.78483545627785,101.93549768829888,205.38168418265525,153.77362427640367,183.64846249195662,189.65535998810083,158.72003303929455,104.26988176239485,147.05100656487048,76.97798185760067,104.58619453545127,140.22281678859144,166.89429643475228,147.5328116254373,75.17667596905746,99.63400745976038,101.5855827326463,,104.58619453545127,183.64846249195662,104.26988176239485,189.65535998810083,158.72003303929455,205.38168418265525,153.77362427640367,76.97798185760067,147.05100656487048,150.87087763981387,193.78483545627785,101.93549768829888,109.40966652484522,140.22281678859144,101.5855827326463,75.17667596905746,166.89429643475228,99.63400745976038,147.5328116254373
109.40966652484522,150.87087763981387,193.78483545627785,101.93549768829888,205.38168418265525,153.77362427640367,183.64846249195662,189.65535998810083,158.72003303929455,104.26988176239485,147.05100656487048,76.97798185760067,104.58619453545127,140.22281678859144,166.89429643475228,147.5328116254373,75.17667596905746,99.63400745976038,101.5855827326463,,104.58619453545127,183.64846249195662,104.26988176239485,189.65535998810083,158.72003303929455,205.38168418265525,153.77362427640367,76.97798185760067,147.05100656487048,150.87087763981387,193.78483545627785,101.93549768829888,109.40966652484522,140.22281678859144,101.5855827326463,75.17667596905746,166.89429643475228,99.63400745976038,147.5328116254373
109.40966652484522,150.87087763981387,193.78483545627785,101.93549768829888,205.38168418265525,153.77362427640367,183.64846249195662,189.65535998810083,158.72003303929455,104.26988176239485,147.05100656487048,76.97798185760067,104.58619453545127,140.22281678859144,166.89429643475228,147.5328116254373,75.17667596905746,99.63400745976038,101.5855827326463,,104.58619453545127,183.64846249195662,104.26988176239485,189.65535998810083,158.72003303929455,205.38168418265525,153.77362427640367,76.97798185760067,147.05100656487048,150.87087763981387,193.78483545627785,101.93549768829888,109.40966652484522,140.22281678859144,101.5855827326463,75.17667596905746,166.89429643475228,99.63400745976038,147.5328116254373
109.40966652484522,150.87087763981387,193.78483545627785,101.93549768829888,205.38168418265525,153.77362427640367,183.64846249195662,189.65535998810083,158.72003303929455,104.26988176239485,147.05100656487048,76.97798185760067,104.58619453545127,140.22281678859144,166.89429643475228,147.5328116254373,75.17667596905746,99.63400745976038,101.5855827326463,,104.58619453545127,183.64846249195662,104.26988176239485,189.65535998810083,158.72003303929455,205.38168418265525,153.77362427640367,76.97798185760067,147.05100656487048,150.87087763981387,193.78483545627785,101.93549768829888,109.40966652484522,140.22281678859144,101.5855827326463,75.17667596905746,166.89429643475228,99.63400745976038,147.5328116254373
166.89429643475228,101.5855827326463,183.64846249195662,140.22281678859144,99.63400745976038,75.17667596905746,147.05100656487048,76.97798185760067,189.65535998810083,193.78483545627785,104.58619453545127,153.77362427640367,109.40966652484522,101.93549768829888,150.87087763981387,136.81365075859833,104.26988176239485,205.38168418265525,101.5855827326463,,104.58619453545127,183.64846249195662,104.26988176239485,189.65535998810083,158.72003303929455,205.38168418265525,153.77362427640367,76.97798185760067,147.05100656487048,150.87087763981387,193.78483545627785,101.93549768829888,109.40966652484522,140.22281678859144,101.5855827326463,75.17667596905746,166.89429643475228,99.63400745976038,147.5328116254373
109.40966652484522,150.87087763981387,193.78483545627785,101.93549768829888,205.38168418265525,153.77362427640367,183.64846249195662,189.65535998810083,158.72003303929455,104.26988176239485,147.05100656487048,76.97798185760067,104.58619453545127,140.22281678859144,166.89429643475228,147.5328116254373,75.17667596905746,99.63400745976038,101.5855827326463,,104.58619453545127,183.64846249195662,104.26988176239485,189.65535998810083,158.72003303929455,205.38168418265525,153.77362427640367,76.97798185760067,147.05100656487048,150.87087763981387,193.78483545627785,101.93549768829888,109.40966652484522,140.22281678859144,101.5855827326463,75.17667596905746,166.89429643475228,99.63400745976038,147.5328116254373
109.40966652484522,150.87087763981387,193.78483545627785,101.93549768829888,205.38168418265525,153.77362427640367,183.64846249195662,189.65535998810083,158.72003303929455,104.26988176239485,147.05100656487048,76.97798185760067,104.58619453545127,140.22281678859144,166.89429643475228,147.5328116254373,75.17667596905746,99.63400745976038,101.5855827326463,,104.58619453545127,183.64846249195662,104.26988176239485,189.65535998810083,158.72003303929455,205.38168418265525,153.77362427640367,76.97798185760067,147.05100656487048,150.87087763981387,193.78483545627785,101.93549768829888,109.40966652484522,140.22281678859144,101.5855827326463,75.17667596905746,166.89429643475228,99.63400745976038,147.5328116254373
109.40966652484522,150.87087763981387,193.78483545627785,101.93549768829888,205.38168418265525,153.77362427640367,183.64846249195662,189.65535998810083,158.72003303929455,104.26988176239485,147.05100656487048,76.97798185760067,104.58619453545127,140.22281678859144,166.89429643475228,147.5328116254373,75.17667596905746,99.63400745976038,101.5855827326463,,104.58619453545127,183.64846249195662,104.26988176239485,189.65535998810083,158.72003303929455,205.38168418265525,153.77362427640367,76.97798185760067,147.05100656487048,150.87087763981387,193.78483545627785,101.93549768829888,109.40966652484522,140.22281678859144,101.5855827326463,75.17667596905746,166.89429643475228,99.63400745976038,147.5328116254373
109.40966652484522,150.87087763981387,193.78483545627785,101.93549768829888,205.38168418265525,153.77362427640367,183.64846249195662,189.65535998810083,158.72003303929455,104.26988176239485,147.05100656487048,76.97798185760067,104.58619453545127,140.22281678859144,166.89429643475228,147.5328116254373,75.17667596905746,99.63400745976038,101.5855827326463,,104.58619453545127,183.64846249195662,104.26988176239485,189.65535998810083,158.72003303929455,205.38168418265525,153.77362427640367,76.97798185760067,147.05100656487048,150.87087763981387,193.78483545627785,101.93549768829888,109.40966652484522,140.22281678859144,101.5855827326463,75.17667596905746,166.89429643475228,99.63400745976038,147.5328116254373
109.40966652484522,150.87087763981387,193.78483545627785,101.93549768829888,205.38168418265525,153.77362427640367,183.64846249195662,189.65535998810083,158.72003303929455,104.26988176239485,147.05100656487048,76.97798185760067,104.58619453545127,140.22281678859144,166.89429643475228,147.5328116254373,75.17667596905746,99.63400745976038,101.5855827326463,,104.58619453545127,183.64846249195662,104.26988176239485,189.65535998810083,158.72003303929455,205.38168418265525,153.77362427640367,76.97798185760067,147.05100656487048,150.87087763981387,193.78483545627785,101.93549768829888,109.40966652484522,140.22281678859144,101.5855827326463,75.17667596905746,166.89429643475228,99.63400745976038,147.5328116254373
,,193.78483545627785,101.93549768829888,205.38168418265525,153.77362427640367,183.64846249195662,189.65535998810083,158.72003303929455,104.26988176239485,147.05100656487048,76.97798185760067,104.58619453545127,140.22281678859144,166.89429643475228,147.5328116254373,75.17667596905746,99.63400745976038,101.5855827326463,,104.58619453545127,183.64846249195662,104.26988176239485,189.65535998810083,158.72003303929455,205.38168418265525,153.77362427640367,76.97798185760067,147.05100656487048,150.87087763981387,193.78483545627785,101.93549768829888,109.40966652484522,140.22281678859144,101.5855827326463,75.17667596905746,166.89429643475228,99.63400745976038,147.5328116254373
,,,,205.38168418265525,153.77362427640367,183.64846249195662,189.65535998810083,158.72003303929455,104.26988176239485,147.05100656487048,76.97798185760067,104.58619453545127,140.22281678859144,166.89429643475228,147.5328116254373,75.17667596905746,99.63400745976038,101.5855827326463,,104.58619453545127,183.64846249195662,104.26988176239485,189.65535998810083,158.72003303929455,205.38168418265525,153.77362427640367,76.97798185760067,147.05100656487048,150.87087763981387,193.78483545627785,101.93549768829888,109.40966652484522,140.22281678859144,101.5855827326463,75.17667596905746,166.89429643475228,99.63400745976038,147.5328116254373
,,,,,,,,,,,,,,,,,,,,,183.64846249195662,104.26988176239485,189.65535998810083,158.72003303929455,205.38168418265525,153.77362427640367,76.97798185760067,147.05100656487048,150.87087763981387,193.78483545627785,101.93549768829888,109.40966652484522,140.22281678859144,101.5855827326463,75.17667596905746,166.89429643475228,99.63400745976038,147.5328116254373
,101.93549768829888,109.40966652484522,193.78483545627785,153.77362427640367,158.72003303929455,104.58619453545127,136.81365075859833,147.5328116254373,150.87087763981387,,104.26988176239485,76.97798185760067,75.17667596905746,99.63400745976038,166.89429643475228,183.64846249195662,,205.38168418265525,101.5855827326463,76.97798185760067,104.58619453545127,150.87087763981387,136.81365075859833,147.5328116254373,153.77362427640367,158.72003303929455,104.26988176239485,101.5855827326463,101.93549768829888,109.40966652484522,193.78483545627785,205.38168418265525,75.17667596905746,140.22281678859144,183.64846249195662,99.63400745976038,147.05100656487048,166.89429643475228
,101.93549768829888,109.40966652484522,193.78483545627785,153.77362427640367,158.72003303929455,104.58619453545127,136.81365075859833,147.5328116254373,150.87087763981387,,104.26988176239485,76.97798185760067,75.17667596905746,99.63400745976038,166.89429643475228,183.64846249195662,,205.38168418265525,101.5855827326463,76.97798185760067,104.58619453545127,150.87087763981387,136.81365075859833,147.5328116254373,153.77362427640367,158.72003303929455,104.26988176239485,101.5855827326463,101.93549768829888,109.40966652484522,193.78483545627785,205.38168418265525,75.17667596905746,140.22281678859144,183.64846249195662,99.63400745976038,147.05100656487048,166.89429643475228
,101.93549768829888,109.40966652484522,193.78483545627785,153.77362427640367,158.72003303929455,104.58619453545127,136.81365075859833,147.5328116254373,150.87087763981387,,104.26988176239485,76.97798185760067,75.17667596905746,99.63400745976038,166.89429643475228,183.64846249195662,,205.38168418265525,101.5855827326463,76.97798185760067,104.58619453545127,150.87087763981387,136.81365075859833,147.5328116254373,153.77362427640367,158.72003303929455,104.26988176239485,101.5855827326463,101.93549768829888,109.40966652484522,193.78483545627785,205.38168418265525,75.17667596905746,140.22281678859144,183.64846249195662,99.63400745976038,147.05100656487048,166.89429643475228
,101.93549768829888,109.40966652484522,193.78483545627785,153.77362427640367,158.72003303929455,104.58619453545127,136.81365075859833,147.5328116254373,150.87087763981387,,104.26988176239485,76.97798185760067,75.17667596905746,99.63400745976038,166.89429643475228,183.64846249195662,,205.38168418265525,101.5855827326463,76.97798185760067,104.58619453545127,150.87087763981387,136.81365075859833,147.5328116254373,153.77362427640367,158.72003303929455,104.26988176239485,101.5855827326463,101.93549768829888,109.40966652484522,193.78483545627785,205.38168418265525,75.17667596905746,140.22281678859144,183.64846249195662,99.63400745976038,147.05100656487048,166.89429643475228
,101.93549768829888,109.40966652484522,193.78483545627785,153.77362427640367,158.72003303929455,104.58619453545127,136.81365075859833,147.5328116254373,150.87087763981387,,104.26988176239485,76.97798185760067,75.17667596905746,99.63400745976038,166.89429643475228,183.64846249195662,,205.38168418265525,101.5855827326463,76.97798185760067,104.58619453545127,150.87087763981387,136.81365075859833,147.5328116254373,153.77362427640367,158.72003303929455,104.26988176239485,101.5855827326463,101.93549768829888,109.40966652484522,193.78483545627785,205.38168418265525,75.17667596905746,140.22281678859144,183.64846249195662,99.63400745976038,147.05100656487048,166.89429643475228
,101.93549768829888,109.40966652484522,193.78483545627785,153.77362427640367,158.72003303929455,104.58619453545127,136.81365075859833,147.5328116254373,150.87087763981387,,104.26988176239485,76.97798185760067,75.17667596905746,99.63400745976038,166.89429643475228,183.64846249195662,,205.38168418265525,101.5855827326463,76.97798185760067,104.58619453545127,150.87087763981387,136.81365075859833,147.5328116254373,153.77362427640367,158.72003303929455,104.26988176239485,101.5855827326463,101.93549768829888,109.40966652484522,193.78483545627785,205.38168418265525,75.17667596905746,140.22281678859144,183.64846249195662,99.63400745976038,147.05100656487048,166.89429643475228
,101.93549768829888,109.40966652484522,193.78483545627785,153.77362427640367,158.72003303929455,104.58619453545127,136.81365075859833,147.5328116254373,150.87087763981387,,104.26988176239485,76.97798185760067,75.17667596905746,99.63400745976038,166.89429643475228,183.64846249195662,,205.38168418265525,101.5855827326463,76.97798185760067,104.58619453545127,150.87087763981387,136.81365075859833,147.5328116254373,153.77362427640367,158.72003303929455,104.26988176239485,101.5855827326463,101.93549768829888,109.40966652484522,193.78483545627785,205.38168418265525,75.17667596905746,140.22281678859144,183.64846249195662,99.63400745976038,147.05100656487048,166.89429643475228
,101.93549768829888,109.40966652484522,193.78483545627785,153.77362427640367,158.72003303929455,104.58619453545127,136.81365075859833,147.5328116254373,150.87087763981387,,104.26988176239485,76.97798185760067,75.17667596905746,99.63400745976038,166.89429643475228,183.64846249195662,,205.38168418265525,101.5855827326463,76.97798185760067,104.58619453545127,150.87087763981387,136.81365075859833,147.5328116254373,153.77362427640367,158.72003303929455,104.26988176239485,101.5855827326463,101.93549768829888,109.40966652484522,193.78483545627785,205.38168418265525,75.17667596905746,140.22281678859144,183.64846249195662,99.63400745976038,147.05100656487048,166.89429643475228
,101.93549768829888,109.40966652484522,193.78483545627785,153.77362427640367,158.72003303929455,104.58619453545127,136.81365075859833,147.5328116254373,150.87087763981387,,104.26988176239485,76.97798185760067,75.17667596905746,99.63400745976038,166.89429643475228,183.64846249195662,,205.38168418265525,101.5855827326463,76.97798185760067,104.58619453545127,150.87087763981387,136.81365075859833,147.5328116254373,153.77362427640367,158.72003303929455,104.26988176239485,101.5855827326463,101.93549768829888,109.40966652484522,193.78483545627785,205.38168418265525,75.17667596905746,140.22281678859144,183.64846249195662,99.63400745976038,147.05100656487048,166.89429643475228
,101.93549768829888,109.40966652484522,193.78483545627785,153.77362427640367,158.72003303929455,104.58619453545127,136.81365075859833,147.5328116254373,150.87087763981387,,104.26988176239485,76.97798185760067,75.17667596905746,99.63400745976038,166.89429643475228,183.64846249195662,,205.38168418265525,101.5855827326463,76.97798185760067,104.58619453545127,150.87087763981387,136.81365075859833,147.5328116254373,153.77362427640367,158.72003303929455,104.26988176239485,101.5855827326463,101.93549768829888,109.40966652484522,193.78483545627785,205.38168418265525,75.17667596905746,140.22281678859144,183.64846249195662,99.63400745976038,147.05100656487048,166.89429643475228
,101.93549768829888,109.40966652484522,193.78483545627785,153.77362427640367,158.72003303929455,104.58619453545127,136.81365075859833,147.5328116254373,150.87087763981387,,104.26988176239485,76.97798185760067,75.17667596905746,99.63400745976038,166.89429643475228,183.64846249195662,,205.38168418265525,101.5855827326463,76.97798185760067,104.58619453545127,150.87087763981387,136.81365075859833,147.5328116254373,153.77362427640367,158.72003303929455,104.26988176239485,101.5855827326463,101.93549768829888,109.40966652484522,193.78483545627785,205.38168418265525,75.17667596905746,140.22281678859144,183.64846249195662,99.63400745976038,147.05100656487048,166.89429643475228
,101.93549768829888,109.40966652484522,193.78483545627785,153.77362427640367,158.72003303929455,104.58619453545127,136.81365075859833,147.5328116254373,150.87087763981387,,104.26988176239485,76.97798185760067,75.17667596905746,99.63400745976038,166.89429643475228,183.64846249195662,,205.38168418265525,101.5855827326463,76.97798185760067,104.58619453545127,150.87087763981387,136.81365075859833,147.5328116254373,153.77362427640367,158.72003303929455,104.26988176239485,101.5855827326463,101.93549768829888,109.40966652484522,193.78483545627785,205.38168418265525,75.17667596905746,140.22281678859144,183.64846249195662,99.63400745976038,147.05100656487048,166.89429643475228
,101.93549768829888,109.40966652484522,193.78483545627785,153.77362427640367,158.72003303929455,104.58619453545127,136.81365075859833,147.5328116254373,150.87087763981387,,104.26988176239485,76.97798185760067,75.17667596905746,99.63400745976038,166.89429643475228,183.64846249195662,,205.38168418265525,101.5855827326463,76.97798185760067,104.58619453545127,150.87087763981387,136.81365075859833,147.5328116254373,153.77362427640367,158.72003303929455,104.26988176239485,101.5855827326463,101.93549768829888,109.40966652484522,193.78483545627785,205.38168418265525,75.17667596905746,140.22281678859144,183.64846249195662,99.63400745976038,147.05100656487048,166.89429643475228
