GW1,GW2,GW3,GW4,GW5,GW6,GW7,GW8,GW9,GW10,GW11,GW12,GW13,GW14,GW15,GW16,GW17,GW18,GW19,GW19*,GW20,GW20*,GW21,GW22,GW22*,GW23,GW23*,GW24,GW25,GW25*,GW26,GW27,GW27*,GW28,GW29,GW29*,GW30,GW31,GW32,GW33,GW34,GW34*,GW35,GW36,GW36*,GW37,GW37*,GW38
0.6143274547967978,0.7086389445847225,0.9062518759817031,1.3789094110659614,0.8671814039864149,1.1053286291998148,,,0.8839277985524711,0.7165365282526729,1.3462374356657267,0.8615723435371121,0.8581417928222342,1.4331281988971838,0.7099196248769988,1.0202811914003447,1.4768660124473483,1.3709462676198774,0.8788783991799624,,0.8839277985524711,,1.1053286291998148,0.7208015402372753,1.2747362341814492,1.2747362341814492,,0.8671814039864149,0.7086389445847225,,0.9062518759817031,1.3789094110659614,,0.6143274547967978,1.3462374356657267,0.7208015402372753,0.7165365282526729,1.4331281988971838,0.8581417928222342,0.8615723435371121,0.7099196248769988,,1.4768660124473483,1.3709462676198774,,0.8788783991799624,,1.0202811914003447
0.8581417928222342,0.7165365282526729,1.2747362341814492,0.7099196248769988,1.3709462676198774,0.8671814039864149,,,1.3789094110659614,1.3462374356657267,1.4768660124473483,0.8788783991799624,0.7208015402372753,0.8673889127139296,1.0202811914003447,0.7086389445847225,0.8839277985524711,0.8615723435371121,1.1053286291998148,,1.3789094110659614,,0.9062518759817031,0.6143274547967978,,0.8671814039864149,,1.3709462676198774,0.7165365282526729,0.6143274547967978,1.2747362341814492,0.7099196248769988,,,1.4768660124473483,0.9062518759817031,1.3462374356657267,0.8673889127139296,0.7208015402372753,0.8788783991799624,1.0202811914003447,0.8581417928222342,1.1053286291998148,0.8615723435371121,,0.8839277985524711,,0.7086389445847225
0.8788783991799624,0.7099196248769988,1.3709462676198774,0.7165365282526729,0.7208015402372753,0.8839277985524711,,0.6143274547967978,1.2747362341814492,0.7086389445847225,1.4331281988971838,,1.3789094110659614,0.8615723435371121,0.8581417928222342,1.1053286291998148,0.8673889127139296,0.8671814039864149,0.9062518759817031,,1.2747362341814492,1.0202811914003447,0.6143274547967978,1.0202811914003447,,0.8839277985524711,1.3462374356657267,0.7208015402372753,0.7099196248769988,,1.3709462676198774,0.7165365282526729,,,1.4331281988971838,,0.7086389445847225,0.8615723435371121,,1.3462374356657267,0.8581417928222342,0.8788783991799624,0.8673889127139296,0.8671814039864149,,0.9062518759817031,1.3789094110659614,1.1053286291998148
1.3789094110659614,1.1053286291998148,1.4331281988971838,0.7086389445847225,0.8615723435371121,1.3462374356657267,,,1.4768660124473483,0.8671814039864149,1.3709462676198774,1.0202811914003447,0.9062518759817031,0.8788783991799624,0.8839277985524711,0.8581417928222342,0.7208015402372753,0.6143274547967978,0.7099196248769988,,1.4768660124473483,0.7165365282526729,1.3462374356657267,0.7165365282526729,0.8673889127139296,0.8673889127139296,,0.8615723435371121,,,1.4331281988971838,0.7086389445847225,,,1.3709462676198774,1.1053286291998148,0.8671814039864149,0.7208015402372753,,1.0202811914003447,0.8839277985524711,1.3789094110659614,0.8788783991799624,0.6143274547967978,,0.7099196248769988,0.9062518759817031,0.8581417928222342
0.7208015402372753,1.3789094110659614,1.4768660124473483,0.6143274547967978,1.4331281988971838,0.7165365282526729,,0.7099196248769988,0.8581417928222342,1.1053286291998148,1.2747362341814492,0.8671814039864149,1.0202811914003447,0.8839277985524711,0.7086389445847225,0.9062518759817031,0.8615723435371121,0.8673889127139296,1.3462374356657267,,0.8581417928222342,,0.7165365282526729,0.8788783991799624,,0.7099196248769988,,1.4331281988971838,,,1.4768660124473483,0.6143274547967978,,0.7208015402372753,1.2747362341814492,0.8788783991799624,1.1053286291998148,0.8839277985524711,1.0202811914003447,0.8671814039864149,0.7086389445847225,,1.3462374356657267,0.8673889127139296,1.3789094110659614,0.8615723435371121,,0.9062518759817031
1.3709462676198774,0.8788783991799624,0.8671814039864149,1.0202811914003447,1.4768660124473483,0.7099196248769988,,0.8581417928222342,0.8615723435371121,0.8839277985524711,0.6143274547967978,1.3789094110659614,1.4331281988971838,1.3462374356657267,1.1053286291998148,0.7165365282526729,1.2747362341814492,0.9062518759817031,0.7086389445847225,,0.8615723435371121,,0.7099196248769988,0.8673889127139296,,0.8581417928222342,,1.4768660124473483,0.8788783991799624,,0.8671814039864149,1.0202811914003447,,1.3709462676198774,0.6143274547967978,0.8673889127139296,0.8839277985524711,1.2747362341814492,1.4331281988971838,1.3789094110659614,1.1053286291998148,,0.7086389445847225,0.9062518759817031,,1.3462374356657267,,0.7165365282526729
1.0202811914003447,0.8673889127139296,0.8615723435371121,1.2747362341814492,0.9062518759817031,0.6143274547967978,,0.8839277985524711,0.8671814039864149,1.4768660124473483,0.8788783991799624,0.7099196248769988,1.3462374356657267,0.7165365282526729,1.3709462676198774,1.4331281988971838,1.3789094110659614,0.8581417928222342,0.7208015402372753,,0.8671814039864149,,0.8839277985524711,1.1053286291998148,,0.6143274547967978,,0.9062518759817031,0.8673889127139296,,0.8615723435371121,1.2747362341814492,1.1053286291998148,1.0202811914003447,0.8788783991799624,,1.4768660124473483,0.7165365282526729,1.3462374356657267,0.7099196248769988,1.3709462676198774,,0.7208015402372753,0.8581417928222342,,1.3789094110659614,,1.4331281988971838
0.7086389445847225,0.9062518759817031,0.6143274547967978,0.7208015402372753,0.8788783991799624,0.8581417928222342,,0.8615723435371121,1.3462374356657267,1.3789094110659614,0.8671814039864149,1.2747362341814492,1.3709462676198774,0.7099196248769988,1.4331281988971838,0.8673889127139296,1.1053286291998148,0.8839277985524711,0.7165365282526729,,1.3462374356657267,1.4768660124473483,0.8581417928222342,1.4768660124473483,,0.8615723435371121,,0.8788783991799624,0.9062518759817031,,0.6143274547967978,0.7208015402372753,,0.7086389445847225,0.8671814039864149,,1.3789094110659614,0.7099196248769988,1.3709462676198774,1.2747362341814492,1.4331281988971838,,0.7165365282526729,0.8839277985524711,,1.1053286291998148,,0.8673889127139296
1.4768660124473483,0.7208015402372753,1.3789094110659614,0.8839277985524711,1.0202811914003447,0.9062518759817031,,0.8671814039864149,0.6143274547967978,0.8581417928222342,0.7086389445847225,1.4331281988971838,0.7099196248769988,1.2747362341814492,0.7165365282526729,0.8615723435371121,1.3462374356657267,1.1053286291998148,0.8673889127139296,,0.6143274547967978,,0.8671814039864149,1.3709462676198774,,0.9062518759817031,,1.0202811914003447,0.7208015402372753,,1.3789094110659614,0.8839277985524711,,,0.7086389445847225,1.3709462676198774,0.8581417928222342,1.3462374356657267,0.7099196248769988,1.4331281988971838,0.7165365282526729,1.4768660124473483,1.2747362341814492,1.1053286291998148,,0.8673889127139296,,0.8615723435371121
0.8673889127139296,0.8581417928222342,1.0202811914003447,1.3709462676198774,0.7099196248769988,0.7086389445847225,,1.4768660124473483,0.8788783991799624,0.9062518759817031,0.7208015402372753,0.7165365282526729,0.8615723435371121,1.1053286291998148,1.3789094110659614,1.3462374356657267,0.8671814039864149,1.2747362341814492,0.8839277985524711,,0.8788783991799624,,1.4768660124473483,1.4331281988971838,,0.7086389445847225,,0.7099196248769988,0.8581417928222342,1.4331281988971838,1.0202811914003447,1.3709462676198774,,0.8673889127139296,0.7208015402372753,,0.9062518759817031,1.1053286291998148,0.8615723435371121,0.7165365282526729,1.3789094110659614,,0.8839277985524711,1.2747362341814492,,0.8671814039864149,,1.3462374356657267
